"Product","Category","Cost_Price","Sale_Price","Brand","Description","Image_url","Date","Customer_Type","Country","Discount_Band","Units_Sold","Revenue","Total_cost","Month","Year","Month (1)","Discount_Band (1)","Discount","Discounted_Revenue"
"NT1-A","Condenser Microphone","$160.00","$229.00","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-02-01","Enterprise","United States of America"," Low ",23,"$5,267.00","$3,680.00","February","2022","February","low",6,"$4,950.98"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-02-01","Creator","Germany"," Low ",10,"$1,690.00","$1,180.00","February","2022","February","low",6,"$1,588.60"
"AudioBox USB 96 Studio","Recording Bundle","$90.00","$199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-02-01","Enterprise","United States of America"," Low ",28,"$5,572.00","$2,520.00","February","2022","February","low",6,"$5,237.68"
"QuadCast S","Streaming Microphone","$97.00","$139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-02-01","Small Business","Mexico"," Low ",4,"$556.00","$388.00","February","2022","February","low",6,"$522.64"
"MV7","Dynamic Microphone","$174.00","$199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-02-01","Small Business","Germany"," Low ",8,"$1,592.00","$1,392.00","February","2022","February","low",6,"$1,496.48"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-02-01","Enterprise","Germany"," Low ",25,"$4,225.00","$2,950.00","February","2022","February","low",6,"$3,971.50"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-02-01","Enterprise","Mexico"," Low ",25,"$4,225.00","$2,950.00","February","2022","February","low",6,"$3,971.50"
"AudioBox USB 96 Studio","Recording Bundle","$90.00","$199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-02-01","Government","Germany"," Low ",16,"$3,184.00","$1,440.00","February","2022","February","low",6,"$2,992.96"
"AudioBox USB 96 Studio","Recording Bundle","$90.00","$199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-02-01","Enterprise","Germany"," Low ",10,"$1,990.00","$900.00","February","2022","February","low",6,"$1,870.60"
"AudioBox USB 96 Studio","Recording Bundle","$90.00","$199.00","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-02-01","Enterprise","Mexico"," Low ",19,"$3,781.00","$1,710.00","February","2022","February","low",6,"$3,554.14"
"QuadCast S","Streaming Microphone","$97.00","$139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-02-01","Small Business","Germany"," Low ",20,"$2,780.00","$1,940.00","February","2022","February","low",6,"$2,613.20"
"Arctis 7P+","Wireless Gaming Headset","$104.00","$149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-02-01","Government","Germany"," Low ",16,"$2,384.00","$1,664.00","February","2022","February","low",6,"$2,240.96"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-02-01","Education","Germany"," Low ",21,"$3,549.00","$2,478.00","February","2022","February","low",6,"$3,336.06"
"MV7","Dynamic Microphone","$174.00","$199.00","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2023-02-01","Creator","United States of America"," Low ",19,"$3,781.00","$3,306.00","February","2023","February","low",6,"$3,554.14"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-02-01","Education","United States of America"," Low ",15,"$2,535.00","$1,770.00","February","2023","February","low",6,"$2,382.90"
"Scarlett 2i2","Audio Interface","$118.00","$169.00","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-02-01","Education","Canada"," Low ",24,"$4,056.00","$2,832.00","February","2023","February","low",6,"$3,812.64"
"NT1-A","Condenser Microphone","$160.00","$229.00","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2023-02-01","Government","Germany"," Low ",20,"$4,580.00","$3,200.00","February","2023","February","low",6,"$4,305.20"
"QuadCast S","Streaming Microphone","$97.00","$139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-02-01","Small Business","United States of America"," Low ",28,"$3,892.00","$2,716.00","February","2023","February","low",6,"$3,658.48"
"Arctis 7P+","Wireless Gaming Headset","$104.00","$149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2023-02-01","Government","Mexico"," Low ",19,"$2,831.00","$1,976.00","February","2023","February","low",6,"$2,661.14"
"NT1-A","Condenser Microphone","$160.00","$229.00","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-02-01","Government","Canada"," Low ",17,"$3,893.00","$2,720.00","February","2022","February","low",6,"$3,659.42"
"QuadCast S","Streaming Microphone","$97.00","$139.00","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-02-01","Education","Mexico"," Low ",23,"$3,197.00","$2,231.00","February","2022","February","low",6,"$3,005.18"
"Arctis 7P+","Wireless Gaming Headset","$104.00","$149.00","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-02-01","Education","United States of America"," Low ",26,"$3,874.00","$2,704.00","February","2022","February","low",6,"$3,641.56"
